91	0
1207	504
272	282
948	931
430	342
555	1565
1411	481
1508	973
590	765
560	1676
429	187
47	207
111	228
751	1171
122	784
369	129
284	1254
63	547
534	174
766	1190
5	55
2425	2
772	105
964	260
481	279
411	264
711	1944
648	632
1050	209
197	472
1653	882
413	131
22	367
247	708
565	1853
799	402
283	351
92	206
1338	148
1062	63
44	169
517	0
122	216
259	791
117	203
1244	190
615	1028
648	531
1230	868
620	1050
482	1347
172	907
345	192
336	77
755	371
1056	1911
426	54
1374	0
774	1176
588	691
1019	1798
306	922
233	1351
1659	289
599	1590
226	452
228	602
632	1122
629	1929
340	667
883	329
21	83
435	1117
517	108
339	11
603	2081
118	619
1026	25
444	1709
1430	1828
538	186
475	137
171	749
221	1324
63	287
287	112
1125	2146
3	37
449	40
580	1023
303	128
153	543
339	11
333	230
461	376
6	62
1080	1035
392	1126
244	170
1113	148
367	100
660	2028
1378	129
329	92
726	493
624	824
2778	420
503	98
198	2229
634	1019
333	694
1476	771
736	687
551	1643
1290	960
874	423
409	13
187	16
187	759
917	1195
172	140
1400	1282
431	1805
779	1189
413	783
997	0
155	69
258	309
57	13
382	378
536	1565
400	1671
1737	987
400	39
980	1598
1057	811
185	1487
594	1434
344	116
96	20
831	85
505	71
604	21
354	1104
1399	7138
985	2727
883	309
454	2440
86	399
884	737
626	19
1055	1140
561	2047
482	275
106	206
1039	1189
1516	1726
1621	335
216	1021
724	1488
498	251
431	585
967	0
794	1549
1809	4
775	620
569	371
343	3207
886	69
693	904
938	598
183	27
531	152
566	783
797	166
79	298
1089	1321
255	22
420	2303
1575	269
613	96
606	112
171	1115
1046	3194
890	1167
270	523
781	595
350	3249
496	767
1434	1655
1621	216
375	1741
597	431
644	1561
1877	130
2059	1077
148	25
454	110
620	1157
148	445
470	12
673	2055
66	233
933	309
307	91
2104	111
798	1834
2466	673
3	49
613	588
621	662
395	282
659	357
778	156
1821	7
1127	3
363	241
1769	1138
132	370
447	315
673	2055
742	156
184	307
254	485
250	329
437	386
513	1490
851	426
489	455
306	116
1051	4672
1243	1479
339	11
1308	768
140	464
461	16
1509	2444
1087	1418
1180	1029
61	532
134	292
143	14
234	38
918	1300
526	67
1612	969
1501	691
729	1860
786	1179
428	344
917	882
190	149
1070	3
615	3933
2099	5
1113	148
439	0
367	1117
83	911
2239	374
404	303
178	802
841	259
321	1131
837	0
5	36
341	886
853	406
272	282
1785	142
353	251
1495	1297
1444	33
2545	811
417	248
20	446
91	140
84	259
424	185
291	287
569	56
1794	117
2415	1277
670	7
1101	569
312	3728
1321	2300
3095	1002
790	131
777	452
1324	138
303	237
1774	115
137	134
81	17
184	23
650	303
319	1103
546	46
932	163
251	167
480	904
816	1294
892	310
535	0
521	99
367	100
479	241
240	604
562	98
731	2
166	4
29	161
169	244
37	485
496	852
399	1024
395	285
235	423
495	262
888	2074
751	3256
414	441
149	1208
908	2494
444	1789
1079	2748
297	265
310	414
421	939
528	45
355	490
1111	23
124	140
323	1133
476	1759
509	169
57	13
933	367
845	25
524	412
958	3383
621	357
1546	488
267	8
238	33
648	301
246	806
1919	578
432	1110
825	2217
270	835
784	695
654	23
712	430
2111	1378
421	1392
1589	3269
1398	189
1795	3143
5	55
1239	82
490	1873
535	9
359	955
505	71
485	423
1081	1475
1019	36
121	136
1369	867
452	2634
208	51
789	371
1216	184
306	41
1052	659
1030	0
507	1565
536	1133
47	207
1849	207
144	398
1349	523
713	1789
626	572
1363	433
75	11
1866	540
339	22
333	1044
62	16
515	1301
252	1087
1242	100
710	3
416	1401
322	366
624	1654
1104	10
748	1088
628	0
80	62
309	4691
1232	892
447	197
766	297
1086	0
360	130
256	34
501	25
200	2913
334	136
902	1313
684	73
91	0
373	1741
609	733
218	1365
51	585
374	420
1023	83
1215	96
150	181
1033	318
814	2055
1086	795
672	1102
326	1104
104	39
9	332
2450	837
6	14
810	1106
460	950
937	2208
265	4092
764	3
579	215
225	2102
581	706
832	322
2600	371
594	2581
335	230
303	436
1714	113
479	1387
204	2516
975	804
479	167
1978	18
63	40
262	1190
507	231
105	1099
542	862
305	770
209	3148
1607	375
685	1283
662	80
1334	1202
3586	252
119	970
1535	183
733	1386
969	2102
425	1164
431	360
983	371
1808	100
431	5
0	126
1456	99
314	728
144	398
209	402
404	534
546	415
26	280
99	359
1309	637
209	274
856	313
1237	1544
94	416
1652	672
3	172
456	174
601	729
259	791
1280	2748
1642	156
97	130
133	110
1335	1136
1035	839
140	464
409	234
